fqn,member,type,total
org.pentaho.di.core.row.ValueMetaInterface,TYPE_STRING,variable,92
rx.observers.TestSubscriber,assertNoErrors,method,92
org.eclipse.swt.SWT,BOLD,variable,92
java.lang.Math,E,variable,92
org.apache.pig.backend.hadoop.executionengine.physicalLayer.Result,result,method,92
java.util.UUID,equals,method,92
com.intellij.openapi.actionSystem.CommonDataKeys,PROJECT,variable,92
jmri.SignalMast,getDisplayName,method,92
org.telegram.ui.Components.LayoutHelper,createFrame,method,92
android.graphics.Canvas,drawRoundRect,method,92
org.tinylog.util.StoreWriter,consumeLogEntry,method,92
org.voltdb.plannodes.AbstractPlanNode,getInlinePlanNode,method,92
mvm.rya.accumulo.AccumuloRyaDAO,add,method,92
javax.xml.XMLConstants,W,variable,92
java.util.logging.Logger,exiting,method,92
org.tinylog.LogEntry,getLevel,method,92
android.hardware.Camera,getParameters,method,92
trikita.anvil.BaseDSL,v,method,92
org.eclipse.emf.common.notify.NotificationChain,add,method,92
railo.runtime.type.Struct,removeEL,method,92
java.lang.Double,doubleToRawLongBits,method,92
java.util.Collection,stream,method,92
org.osgi.framework.Bundle,getState,method,92
android.os.Build,MODEL,variable,92
com.tectonica.jonix.codelist.RecordSourceTypes,byCode,method,92
org.elasticsearch.common.settings.Settings,get,method,92
javax.swing.JFrame,getContentPane,method,92
java.net.InetAddress,getAddress,method,92
java.io.OutputStreamWriter,flush,method,92
android.graphics.Canvas,drawColor,method,92
org.zstack.utils.Utils,getLogger,method,92
org.eclipse.persistence.oxm.mappings.XMLCompositeCollectionMapping,setGetMethodName,method,92
org.eclipse.persistence.oxm.mappings.XMLCompositeCollectionMapping,setSetMethodName,method,92
java.util.LinkedList,removeLast,method,91
java.lang.Object,getLod,method,91
android.widget.RemoteViews,setOnClickPendingIntent,method,91
com.intellij.lang.ASTNode,getPsi,method,91
org.json.JSONWriter,value,method,91
org.auraframework.system.Parser.Format,XML,variable,91
org.eclipse.jface.viewers.TableViewer,getTable,method,91
org.apache.derby.iapi.error.StandardException,newException,method,91
org.bukkit.block.Block,getLocation,method,91
lucee.runtime.type.Struct,size,method,91
com.pivotal.gemfirexd.internal.iapi.sql.dictionary.ColumnDescriptor,columnType,method,91
org.jsoup.select.Elements,size,method,91
org.powermock.api.mockito.PowerMockito,verifyStatic,method,91
co.cask.coopr.cluster.Cluster,S,variable,91
java.io.RandomAccessFile,getFilePointer,method,91
org.cytoscape.model.CyRow,set,method,91
org.apache.commons.logging.Log,isInfoEnabled,method,91
org.eclipse.jface.dialogs.MessageDialog,openInformation,method,91
com.intellij.psi.tree.TokenSet,create,method,91
javax.swing.JComboBox,addActionListener,method,91
android.database.Cursor,getDouble,method,91
java.lang.StringBuilder,setCharAt,method,91
org.eclipse.swt.SWT,BEGINNING,variable,91
android.view.Menu,main,method,91
java.sql.Statement,setCursorName,method,91
net.minecraft.client.renderer.Tessellator,draw,method,91
com.intellij.openapi.editor.Document,getLineNumber,method,91
org.opencms.db.generic.Messages,get,method,91
javax.ws.rs.core.MediaType,TEXT_XML,variable,91
org.opencb.commons.containers.map.QueryOptions,get,method,91
com.google.security.zynamics.zylib.disassembly.IInstruction,getAddress,method,91
java.io.InputStreamReader,close,method,91
org.joda.time.DateTime,withZone,method,91
java.util.Calendar,setTimeZone,method,90
net.minecraft.nbt.NBTTagList,getCompoundTagAt,method,90
javafx.scene.text.Text,getLayoutBounds,method,90
java.io.DataInputStream,readUTF,method,90
com.googlecode.jmapper.conversions.implicit.ConversionHandler,getConversion,method,90
java.nio.ByteBuffer,length,method,90
railo.runtime.type.Struct,setEL,method,90
org.eclipse.core.runtime.IPath,append,method,90
org.alfresco.service.cmr.repository.ChildAssociationRef,getChildRef,method,90
org.openrdf.model.ValueFactory,createLiteral,method,90
org.apache.felix.scr.annotations.ReferenceCardinality,MANDATORY_UNARY,variable,90
jmri.jmrix.nce.NceMessage,getElement,method,90
org.codehaus.jettison.json.JSONObject,has,method,90
ca.uhn.fhir.model.api.annotation.Child,MAX_UNLIMITED,variable,90
java.awt.Image,getWidth,method,90
limelight.ui.text.TextLocation,at,method,90
java.sql.Types,TIME,variable,90
pl.edu.icm.jlargearrays.ConcurrencyUtils,waitForCompletion,method,90
org.springframework.http.ResponseEntity,getStatusCode,method,90
android.os.Bundle,getLong,method,90
com.dslplatform.client.JsonSerialization,serialize,method,90
com.psddev.cms.tool.ToolPageContext,writeStart,method,90
org.apache.activemq.artemis.api.core.client.ClientProducer,send,method,90
javax.persistence.EnumType,STRING,variable,90
pl.edu.icm.jlargearrays.ConcurrencyUtils,submit,method,90
java.lang.String,regionMatches,method,90
java.sql.Date,getTime,method,90
android.view.MotionEvent,getRawY,method,90
java.util.Deque,push,method,90
java.lang.Math,rint,method,90
org.eclipse.collections.impl.list.mutable.FastList,newListWith,method,90
edu.umd.cs.findbugs.OpcodeStack,getStackDepth,method,90
com.intellij.util.ui.JBUI,scale,method,90
lcmc.common.domain.util.Tools,getString,method,90
java.net.HttpURLConnection,setConnectTimeout,method,90
org.unitime.commons.web.htmlgen.TableRow,addContent,method,90
com.gemstone.gemfire.cache.Cache,createRegion,method,90
com.streamsets.pipeline.api.Field,T,variable,90
android.widget.TextView,setBackgroundColor,method,90
soot.jimple.Jimple,v,method,90
org.apache.hadoop.conf.Configuration,setLong,method,90
org.jboss.shrinkwrap.api.asset.EmptyAsset,INSTANCE,variable,90
java.util.LinkedList,listIterator,method,90
org.deviceconnect.profile.AuthorizationProfileConstants,PARAM_ACCESS_TOKEN,variable,90
freenet.support.HTMLNode,addChild,method,90
android.content.Context,registerReceiver,method,89
com.google.common.collect.ArrayListMultimap,create,method,89
org.eclipse.persistence.oxm.XMLDescriptor,getInheritancePolicy,method,89
org.apache.commons.io.IOUtils,toByteArray,method,89
org.eclipse.swt.layout.FormLayout,marginHeight,method,89
android.text.Editable,length,method,89
android.os.Looper,myLooper,method,89
org.pentaho.di.core.Const,MARGIN,variable,89
com.rhomobile.rhodes.Logger,D,variable,89
android.graphics.Canvas,clipRect,method,89
com.sleepycat.persist.raw.RawObject,f,method,89
jsprit.core.problem.solution.route.VehicleRoute,getActivities,method,89
org.eclipse.swt.widgets.TableColumn,setText,method,89
cz.advel.stack.Stack,alloc,method,89
com.fanfou.app.opensource.AppContext,DEBUG,variable,89
com.opengamma.strata.collect.array.DoubleArray,of,method,89
android.widget.EditText,setError,method,89
org.objectweb.asm.Opcodes,ALOAD,variable,89
org.xml.sax.SAXException,getMessage,method,89
net.minecraft.nbt.NBTTagCompound,getCompoundTag,method,89
java.lang.ThreadLocal,remove,method,89
javax.microedition.io.Connector,open,method,89
java.util.zip.ZipEntry,isDirectory,method,89
java.awt.Toolkit,getImage,method,89
com.fasterxml.jackson.annotation.JsonInclude.Include,NON_NULL,variable,89
java.io.ObjectOutputStream,flush,method,89
android.text.TextPaint,setColor,method,89
android.support.design.widget.FloatingActionButton,setOnClickListener,method,89
android.webkit.WebView,setWebViewClient,method,89
java.net.ServerSocket,getLocalPort,method,89
org.semtix.shared.elements.SForm,add,method,89
com.ximpleware.AutoPilot,selectXPath,method,89
javax.xml.bind.Marshaller,marshal,method,89
java.util.Deque,isEmpty,method,89
com.google.security.zynamics.reil.interpreter.ReilInterpreter,interpret,method,89
java.util.List,values,method,89
com.google.protobuf.UnittestLite.TestAllExtensionsLite,hasExtension,method,89
provider.MapleData,getChildByPath,method,89
org.olat.core.logging.OLog,error,method,89
org.eclipse.swt.layout.FormLayout,marginWidth,method,89
info.guardianproject.otr.app.im.provider.Imps,P,variable,89
android.content.Context,BIND_AUTO_CREATE,variable,89
org.spongepowered.api.util.generator.dummy.DummyObjectProvider,createFor,method,89
android.widget.FrameLayout,setVisibility,method,89
com.cburch.logisim.data.BitWidth,create,method,89
com.laytonsmith.core.environments.Environment,getEnv,method,89
net.minecraft.nbt.NBTTagCompound,getTagList,method,88
java.lang.Object,getStatus,method,88
java.lang.InterruptedException,toString,method,88
org.opencms.file.CmsObject,readResource,method,88
com.google.security.zynamics.reil.TestHelpers,createMapping,method,88
gnu.io.SerialPortEvent,getNewValue,method,88
gnu.trove.list.TIntList,size,method,88
org.spincast.core.json.IJsonObject,put,method,88
java.sql.Types,add,method,88
android.app.PendingIntent,getService,method,88
org.pentaho.di.ui.core.widget.TextVar,setLayoutData,method,88
org.springframework.validation.Errors,hasFieldErrors,method,88
org.jboss.seam.log.Log,error,method,88
android.preference.Preference,getKey,method,88
org.eclipse.swt.SWT,DROP_DOWN,variable,88
org.eclipse.swt.events.KeyEvent,keyCode,method,88
org.springframework.web.servlet.ModelAndView,getModelMap,method,88
jsky.science.Time,SECOND,variable,88
org.apache.hadoop.hbase.filter.RowFilter,getOperator,method,88
de.umass.xml.DomElement,getChildText,method,88
org.apache.sqoop.error.code.CommonRepositoryError,COMMON_,variable,88
io.cloudslang.lang.entities.bindings.values.ValueFactory,create,method,88
java.util.Deque,pop,method,88
com.fasterxml.jackson.core.JsonParser,getText,method,88
com.rapidminer.gui.look.RapidLookTools,getColors,method,88
org.bukkit.block.Block,getRelative,method,88
junit.framework.TestSuite,setName,method,88
org.apache.solr.common.params.ModifiableSolrParams,set,method,88
org.openhab.binding.tinkerforge.internal.TinkerforgeErrorHandler,handleError,method,88
org.eclipse.swt.widgets.MenuItem,setText,method,88
javafx.scene.text.Text,setText,method,88
java.lang.Float,floatValue,method,88
com.aspose.gridweb.GridCells,get,method,88
javax.swing.JSpinner,setValue,method,88
jdk.javadoc.internal.doclets.toolkit.Content,addContent,method,88
org.apache.activemq.artemis.api.core.client.ClientMessage,getBodyBuffer,method,88
com.intellij.openapi.project.Project,getMessageBus,method,88
java.awt.Color,GREEN,variable,88
java.beans.PropertyDescriptor,getName,method,88
com.intellij.openapi.roots.ProjectRootManager,getInstance,method,88
android.animation.ObjectAnimator,setDuration,method,88
java.util.concurrent.ScheduledExecutorService,scheduleAtFixedRate,method,88
java.io.ObjectInput,readLong,method,88
java.lang.Integer,numberOfTrailingZeros,method,88
com.google.gwt.user.client.Window,alert,method,88
org.apache.ibatis.mapping.ResultMapping,B,variable,88
com.silverpeas.directory.model.DirectoryItemList,get,method,88
org.auraframework.test.source.StringSourceLoader,getSource,method,88
java.lang.Object,getPasEvent,method,88
php.runtime.Memory,NULL,variable,88
org.jetel.data.DataRecord,getField,method,88
com.onyx.persistence.query.QueryCriteriaOperator,EQUAL,variable,88
org.eclipse.core.runtime.IConfigurationElement,getAttribute,method,88
javax.management.openmbean.CompositeData,get,method,88
com.google.gson.JsonArray,get,method,88
com.psddev.cms.tool.ToolPageContext,writeEnd,method,87
android.content.UriMatcher,addURI,method,87
org.powermock.api.mockito.PowerMockito,spy,method,87
java.sql.Date,valueOf,method,87
java.awt.event.KeyEvent,getKeyChar,method,87
com.fasterxml.jackson.annotation.JsonAutoDetect,V,variable,87
android.os.Bundle,get,method,87
android.view.View,setTextColor,method,87
org.apache.cassandra.tracing.Tracing,trace,method,87
java.lang.StringBuffer,substring,method,87
org.antlr.runtime.tree.CommonTree,getChild,method,87
com.vividsolutions.jts.geom.Coordinate,x,method,87
com.bumptech.glide.Glide,with,method,87
android.widget.TextView,getLayoutParams,method,87
ims.framework.controls.DynamicGridRow,getValue,method,87
java.nio.channels.SelectionKey,interestOps,method,87
org.apache.activemq.artemis.api.core.client.ClientSession,createQueue,method,87
android.widget.AbsListView,O,variable,87
android.view.MotionEvent,getActionMasked,method,87
org.eclipse.persistence.logging.SessionLog,MOXY,variable,87
org.auraframework.def.Definition,validateDefinition,method,87
java.net.HttpURLConnection,getHeaderField,method,87
org.eclipse.core.runtime.IPath,toString,method,87
java.text.DateFormat,getDateTimeInstance,method,87
com.intellij.ide.util.PropertiesComponent,getInstance,method,87
com.rapidminer.example.Attribute,getMapping,method,87
freenet.support.SimpleFieldSet,put,method,87
javax.lang.model.element.ExecutableElement,getParameters,method,87
android.view.animation.Animation,setAnimationListener,method,87
org.apache.wicket.ajax.AjaxRequestTarget,add,method,87
java.util.TimeZone,setDefault,method,87
org.auraframework.impl.parser.ParserFactory,getParser,method,87
com.asakusafw.compiler.common.Precondition,checkMustNotBeNull,method,87
java.io.DataOutput,writeBoolean,method,87
android.widget.ImageButton,setVisibility,method,87
java.lang.ref.Reference,get,method,87
java.security.cert.Certificate,getEncoded,method,87
org.olat.core.CoreSpringFactory,getImpl,method,87
org.auraframework.system.Parser,parse,method,87
java.lang.Class,toString,method,87
android.graphics.Paint,getTextBounds,method,87
java.lang.Object,isSetLod,method,87
com.caucho.vfs.WriteStream,print,method,87
javax.xml.ws.Holder,value,method,87
com.shapesecurity.functional.data.ImmutableList,nil,method,87
org.jboss.netty.channel.MessageEvent,getMessage,method,87
com.intellij.openapi.vcs.VcsBundle,message,method,87
java.lang.System,B,variable,87
android.widget.ListView,getChildAt,method,87
com.redhat.ceylon.compiler.typechecker.tree.Tree,M,variable,87
java.lang.Character,MAX_VALUE,variable,87
java.net.HttpURLConnection,setReadTimeout,method,87
java.awt.image.DataBuffer,TYPE_SHORT,variable,87
org.adempiere.webui.component.Row,appendChild,method,87
org.jdom.Element,getName,method,86
java.lang.String,join,method,86
com.intellij.util.Consumer,consume,method,86
com.socketmobile.scanapi.ISktScanObject,getProperty,method,86
com.intellij.util.Alarm,addRequest,method,86
android.widget.LinearLayout,findViewById,method,86
javax.persistence.EntityManager,getCriteriaBuilder,method,86
java.util.concurrent.locks.Condition,signalAll,method,86
com.microsoft.azure.iot.service.transport.http.HttpRequest,setHeaderField,method,86
com.intellij.openapi.ui.Messages,showErrorDialog,method,86
org.mockito.Mockito,doAnswer,method,86
java.lang.Object,getDescription,method,86
org.deviceconnect.profile.DConnectProfileConstants,PARAM_SERVICE_ID,variable,86
org.zstack.utils.logging.CLogger,debug,method,86
android.widget.LinearLayout,setLayoutParams,method,86
java.awt.Color,LIGHT_GRAY,variable,86
javax.xml.transform.Transformer,setParameter,method,86
com.google.common.collect.Maps,newHashMapWithExpectedSize,method,86
org.spongepowered.api.entity.living.player.Player,sendMessage,method,86
android.content.SharedPreferences,contains,method,86
org.eclipse.core.resources.IResource,getType,method,86
com.alibaba.cobar.parser.ast.expression.Expression,accept,method,86
java.beans.PropertyChangeEvent,getOldValue,method,86
java.lang.module.ModuleDescriptor,B,variable,86
java.util.NavigableMap,put,method,86
org.apache.zookeeper.KeeperException,N,variable,86
org.springframework.mock.web.MockHttpServletResponse,getStatus,method,86
javax.swing.JLabel,setForeground,method,86
java.util.TreeMap,size,method,86
org.eclipse.jface.window.Window,OK,variable,86
android.content.Intent,setComponent,method,86
org.junit.runners.Suite,S,variable,86
javax.swing.text.AttributeSet,getAttribute,method,86
protocolsupport.protocol.utils.registry.MiddleTransformerRegistry,register,method,86
de.rwth.dbis.acis.bazaar.service.exception.ExceptionHandler,getInstance,method,85
com.google.common.cache.Cache,getIfPresent,method,85
deodex.R,getString,method,85
org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.ConstantExpression,setValue,method,85
